0	0.87144955999014639
1	0.84812518934518155
2	0.84572173634786751
3	0.81181412096445138
4	0.79576425280137086
5	0.79548954191500287
6	0.77956396118392757
7	0.76671087072721111
8	0.75082954373205857
9	0.70449451408881203
10	0.68765861076607326
11	0.61129323663611512
12	0.60973945201749991
13	0.59377607992950554
14	0.59340561680686488
15	0.58771013950025774
16	0.5796315869020332
17	0.56414396549832857
18	0.54011834078914323
19	0.53997549311703563
20	0.5221043090475328
21	0.49144087010248383
22	0.48938954039728416
23	0.45807811427491485
24	0.45541981748165966
25	0.43743850836060377
26	0.42741135167323419
27	0.40837921933080168
28	0.40154292142647108
29	0.4013833409219566
30	0.39898462386208572
31	0.39323937059946656
32	0.39323087431871212
33	0.39206971789120959
34	0.3811840392463155
35	0.349489274412915
36	0.34890958430336899
37	0.34145731520970163
38	0.33281670398642244
39	0.33267906878329101
40	0.33001736237145352
41	0.32990620865050718
42	0.32910906747733049
43	0.32674439770726416
44	0.32523718864978735
45	0.27451820892777595
46	0.26535435650003669
47	0.26275734927984223
48	0.25969708495175409
49	0.25765171103043771
0	0.95342228338653079
1	0.95163762383028627
2	0.94487617828823689
3	0.93715813920797386
4	0.93565006707083609
5	0.77691753373095285
6	0.77595031861555852
7	0.74506793836688079
8	0.74273720146855426
9	0.72574197592127909
10	0.70503108675877135
11	0.68587925988835186
12	0.66478447369877858
13	0.60617129176019369
14	0.57573843760714805
15	0.57158927559306905
16	0.51719210746798827
17	0.49673729106667952
18	0.46847192298861084
19	0.44338614676087151
20	0.44034993230965247
21	0.43659806039902327
22	0.42116542084802316
23	0.41610281473431016
24	0.41575872551433007
25	0.41477248229819308
26	0.41476216365856206
27	0.39669777313968785
28	0.3945314057156134
29	0.39365053327939731
30	0.38517137531616374
31	0.36905513587592842
32	0.33250680283720829
33	0.33232899960777795
34	0.33226220395935269
35	0.33146775659173877
36	0.32897921033331451
37	0.32867590531687896
38	0.32193111752542436
39	0.29886930074512219
40	0.29759484889288956
41	0.29677622652589342
42	0.29543134839908808
43	0.29391577563711313
44	0.29266352265483919
45	0.29194023808715769
46	0.28015207275159665
47	0.28012464315233282
48	0.27947866223335838
49	0.27782126898821391
0	0.88036124283432859
1	0.86559262864459285
2	0.73960267884848585
3	0.72534593694573257
4	0.69637134706990722
5	0.66976427305794994
6	0.64629565060959493
7	0.59831270134378511
8	0.58899995794159254
9	0.58882961854921356
10	0.58726873115303946
11	0.55026096047134954
12	0.54604545264777538
13	0.54461269488085717
14	0.54458096543820211
15	0.54266363008641405
16	0.5424268532616745
17	0.52799196368910695
18	0.52354982830186758
19	0.52093493348473596
20	0.50734821385075024
21	0.4981057591118806
22	0.46012384564960979
23	0.45982422254585464
24	0.45757275105854661
25	0.45574356320673853
26	0.45490694654142211
27	0.45376673151546726
28	0.44978954486024358
29	0.44511773435432267
30	0.39373743852418658
31	0.39253562032516642
32	0.37259855898115274
33	0.35467739780956686
34	0.3114019130293566
35	0.30719350989819838
36	0.30497876573597277
37	0.30297465944079172
38	0.29002185665877694
39	0.28799253729115931
40	0.28066678984695381
41	0.28047979369576803
42	0.28014141100981782
43	0.27307135175327468
44	0.26864553718936912
45	0.26500674118292145
46	0.26192664891538159
47	0.25811776080636267
48	0.25728260751248588
49	0.25096819045421459
0	0.74312435850738212
1	0.72918249678290092
2	0.72359785919138708
3	0.72247331599803988
4	0.71712828636466208
